switch_e,switch_c,host,connection,interval,link,hop,avgSentMsg,avgSentByte,secMaxSendMsg,secMaxSendByte
2,12,16,43,8,29,14,42.81,6.13,4909,734.06
2,38,16,17,1,55,40,385.86,56.09,8029,1159.24
2,38,16,37,7,55,40,122.06,17.85,15617,2478.91
2,42,18,5,0,61,44,305.03,45.67,2146,328.11
2,55,20,16,3,76,57,312.96,44.52,10933,1538.29
2,55,20,37,3,76,57,323.07,45.92,17177,2373.58
2,55,20,76,0,76,57,2138.52,308.84,32891,4845.34
2,3,14,25,10,18,5,15.22,2.28,1026,166.65
2,18,16,23,9,35,20,60.6,8.56,3814,555.98
2,19,18,12,4,38,21,117.96,17.68,3078,456.07
2,19,18,49,0,38,21,960.44,142.37,10676,1577
2,19,18,67,3,38,21,145.6,20.46,19546,2711.47
2,39,8,9,10,48,41,100.67,13.83,4339,637.44
2,59,20,27,6,80,61,225.79,30.61,20599,2810.71
2,7,2,1,9,10,9,19.13,2.54,117,14.46
2,14,12,23,9,27,16,43.38,6.33,4080,649.46
2,20,18,77,1,39,22,380.82,53.68,21717,2994.42
2,48,2,1,1,51,50,96.49,11.99,650,84.47
2,54,4,4,1,59,56,208.7,27.6,2706,363.92
2,5,16,55,9,22,7,23.18,3.19,5682,766.17
2,11,18,22,6,30,13,54.46,8.25,3192,500.16
2,11,18,46,6,30,13,48.67,7.22,4267,633.33
2,11,18,70,4,30,13,73.7,10.4,12652,1766.93
2,27,20,13,0,48,29,454.81,70.74,3542,555.92
2,27,20,52,9,48,29,86.99,11.66,16755,2262.37
2,32,6,9,0,39,34,327.58,46.58,3405,489.36
2,40,20,75,7,61,42,139.91,18.63,35201,4748.03
2,54,12,7,9,67,56,160.23,22.07,5594,785.8
2,10,20,30,4,31,12,57.98,9.58,2886,547.29
2,24,14,23,4,39,26,120.97,18.27,6363,1024.51
2,24,14,46,1,39,26,348.67,51.84,13962,2095.91
2,35,16,22,8,52,37,120.88,16.5,11300,1550.41
2,35,16,63,5,52,37,149.44,21.25,27941,4142.63
2,46,18,21,7,65,48,159.82,22.66,12403,1810.15
2,46,18,56,0,65,48,1625.46,242.35,28651,4375.03
2,50,20,8,5,71,52,218.43,30.72,3472,490.12
2,50,20,38,9,71,52,146.47,19.78,23408,3161.98
2,0,4,4,2,5,2,10.93,1.66,39,5.48
2,10,20,97,4,31,12,67.36,9.52,9951,1411.58
2,27,20,9,6,48,29,100.47,17.18,1279,347.89
2,27,20,44,5,48,29,132.06,18.47,17283,2410.02
2,27,20,80,4,48,29,157.75,21.76,28161,3853.92
2,33,6,9,10,40,35,81.09,11.07,3928,578.02
2,40,20,25,0,61,42,867.82,126.64,10846,1585
2,40,20,80,9,61,42,119.71,15.77,48714,6565.39
2,57,4,2,1,62,59,153.16,19.97,1402,189.93
2,7,18,8,3,26,9,68.29,10.81,852,126.14
2,7,18,53,3,26,9,57.85,9,3522,537.25
2,38,8,4,6,47,40,116.03,16.47,1800,273.83
2,47,12,27,1,60,49,518.85,72.12,16225,2217.16
2,53,18,55,5,72,55,233.06,31.88,41040,5703.15
1,0,10,17,6,10,1,7.75,1.16,237,31.96
1,0,10,66,8,10,1,6.26,0.93,955,128.77
1,0,10,73,0,10,1,72.21,13.11,392,58.95
2,11,10,25,9,22,13,36.08,5.09,3970,590.86
2,28,12,10,9,41,30,78.09,11.44,1527,228.19
2,46,20,73,2,67,48,441.4,60.68,25405,3432.02
2,62,8,13,3,71,64,294.94,40.99,6854,923.68
1,0,5,2,7,5,1,6.09,0.99,41,6.33
2,22,20,4,3,43,24,169.05,26.55,1157,177.63
2,22,20,62,2,43,24,232.45,32.94,20429,2838.77
2,22,20,98,9,43,24,69.1,9.29,32610,4507.45
2,29,18,16,8,48,31,100.23,14.39,5837,867.56
2,29,18,61,6,48,31,118.36,16.16,21821,3038.6
2,47,20,17,2,68,49,337.81,49.11,9917,1452.07
2,47,20,36,3,68,49,304.67,43.34,15999,2275.01
2,47,20,93,7,68,49,162.02,21.5,53342,7192.21
2,61,12,12,5,74,63,229.44,33.07,9202,1396.28
2,8,16,48,10,25,10,27.52,3.88,5866,863.53
2,28,6,1,3,35,30,86.73,12.25,330,46.58
2,35,16,22,9,52,37,103.19,14.34,10177,1467.63
2,46,18,27,5,65,48,207.88,29.01,14797,2019.86
1,0,1,1,7,1,1,1.53,0.18,10,1.11
32,31,96,4,7,158,9.15,400.17,64.91,3770,625.48
2,1,10,13,3,12,2.11,16.43,2.57,310,47.98
16,15,112,49,8,142,7.18,106.52,17.06,2431,404.15
1,0,9,43,7,9,1,4.54,0.65,408,54.98
32,31,320,87,6,382,9.09,330.57,59.34,7899,1550.83
1,0,9,2,6,9,1,6.16,0.94,42,6.53
1,0,9,55,2,9,1,9.56,1.38,588,79.24
1,0,9,80,0,9,1,34.72,5.52,200,30.34
1,0,10,80,3,10,1,7.72,1.11,588,79.24
8,7,24,6,4,38,5.43,87.61,14.1,803,142.5
2,1,4,2,5,6,2.33,7.01,1.01,50,6.79
4,3,24,9,5,30,3.61,39.7,6.53,434,73.21
8,7,80,7,5,94,5.3,155.52,27.97,2477,468.93
8,7,80,38,5,94,5.3,83.59,14.11,2360,452.28
8,7,40,7,9,54,5.36,79.45,12.98,1224,222.68
32,31,192,16,8,254,9.1,454.59,77.8,8020,1349.02
32,31,192,35,5,254,9.1,379.85,64.24,7955,1355.7
4,3,32,27,6,38,3.58,32.77,5.06,1584,214.17
8,7,80,13,0,94,5.3,371.39,66.26,2297,439.31
8,7,80,86,2,94,5.3,117.44,19.36,3188,460.59
1,0,5,4,3,5,1,4.72,0.77,25,3.64
8,7,48,16,0,62,5.34,300.16,48.24,1365,233.21
32,31,320,31,1,382,9.09,1017.21,187.28,9419,1645.34
32,31,320,46,3,382,9.09,611.52,113.93,7045,1380.04
32,31,320,33,3,382,9.09,691.4,129.84,7426,1366.88
32,31,320,65,5,382,9.09,423.58,77.15,10374,1798.83
32,31,320,68,6,382,9.09,363.84,65.29,8985,1526.73
1,0,7,7,9,7,1,4.12,0.61,29,4.31
1,0,7,45,1,7,1,9.23,1.48,33,5
4,3,40,12,7,46,3.56,39.11,6.37,613,103.25
2,1,8,16,3,10,2.14,14.95,2.4,353,60.58
1,0,8,44,7,8,1,4.28,0.61,537,72.31
2,1,20,15,9,22,2.05,12.6,2.03,335,45.22
1,0,8,22,8,8,1,4.09,0.58,268,36.12
1,0,8,51,9,8,1,3.71,0.53,617,83.09
32,31,320,91,1,382,9.09,800.95,148.9,11624,2050.77
16,15,160,69,4,190,7.16,174.83,30.34,3099,543.96
16,15,64,2,1,94,7.22,335.27,55.44,2134,356.83
32,31,320,24,10,382,9.09,481.77,88.43,9963,1734.2
2,1,4,3,9,6,2.33,7.87,1.16,50,6.79
1,0,3,5,8,3,1,2.35,0.34,16,2.11
8,7,80,93,7,94,5.3,51.32,8.18,3322,492.62
32,31,128,15,6,190,9.13,357.15,57.97,5228,882.26
1,0,5,3,10,5,1,3.8,0.56,27,3.99
1,0,7,7,7,7,1,4.77,0.72,32,4.83
1,0,7,49,7,7,1,4.03,0.57,584,78.7
2,1,20,6,9,22,2.05,14.42,2.51,140,28.42
2,1,20,72,2,22,2.05,21.53,3.54,1345,215.37
4,3,32,60,8,38,3.58,22.66,3.32,2722,367.39
4,3,40,91,3,46,3.56,41.59,6.42,3525,482.21
4,3,36,68,5,42,3.57,28.49,4.45,2272,321.34
4,3,40,19,9,46,3.56,30.84,4.93,1048,141.23
2,1,20,95,8,22,2.05,10.07,1.47,1578,212.66
1,0,9,26,4,9,1,5.62,0.94,176,36.95
1,0,9,54,0,9,1,32.82,5.04,172,26.13
32,31,320,1,9,382,9.09,1148.38,213.16,9283,1540.32
32,31,320,81,7,382,9.09,321.85,57.4,9002,1536.64
4,3,8,3,6,14,3.86,26.52,3.89,184,24.8
32,31,288,81,9,350,9.09,240.79,41.3,6034,1159.75
16,15,160,97,9,190,7.16,93.93,15.41,3350,497.23
1,0,9,49,6,9,1,4.86,0.7,457,61.8
8,7,80,72,9,94,5.3,47.28,7.43,3107,419.77
1,0,7,3,0,7,1,9.85,1.5,35,5.47
1,0,2,3,4,2,1,2.22,0.3,15,1.96
2,1,14,1,0,16,2.08,26.98,4.67,102,20.4
2,1,20,18,7,22,2.05,14.08,2.28,562,79.27
2,1,20,58,4,22,2.05,16.4,2.48,1689,228.25
2,1,20,72,0,22,2.05,177.19,26.98,1472,202.27
32,31,320,38,5,382,9.09,517.32,95.1,10522,1741.28
8,7,40,14,5,54,5.36,83.23,13.52,960,168.39
2,1,18,10,1,20,2.06,33.32,5.64,228,32.16
2,1,18,55,7,20,2.06,9.32,1.47,962,159.34
1,0,10,27,2,10,1,8.46,1.39,187,34.83
16,15,160,59,6,190,7.16,144.72,24.66,2631,453.37
16,15,160,99,2,190,7.16,218.71,37.74,2813,488.81
8,7,72,6,0,86,5.31,295.76,51.84,2058,377.24
8,7,80,18,5,94,5.3,105.2,18.07,2270,405.67
1,0,9,11,1,9,1,11.59,1.8,38,5.83
1,0,9,34,10,9,1,3.84,0.55,340,45.82
8,7,80,6,0,94,5.3,319.95,55.41,2105,375.09
2,1,18,32,3,20,2.06,20.57,3.24,827,116.96
1,0,10,23,5,10,1,4.64,0.77,126,27.71
1,0,10,48,10,10,1,3.95,0.57,456,61.45
1,0,10,67,8,10,1,4.25,0.61,832,112.13
16,15,96,1,1,126,7.19,439.59,76.69,2380,432.64
1,0,8,21,1,8,1,11.85,1.75,34,5.15
1,0,9,72,9,9,1,3.77,0.54,872,117.52
2,1,20,19,2,22,2.05,30.89,4.97,671,92.61
2,1,20,69,5,22,2.05,14.23,2.12,1984,267.38
8,7,56,13,5,70,5.33,99.6,16.39,1692,287.79
8,7,80,33,6,94,5.3,79.59,13.31,2376,434.73
8,7,64,15,7,78,5.32,86.86,14.58,1996,363.19
2,1,18,72,0,20,2.06,172.35,26.46,625,97.87
32,31,320,7,7,382,9.09,926.8,174.65,11659,1947.72
32,31,320,57,3,382,9.09,573.68,106.12,10193,1768.82
32,31,320,71,10,382,9.09,274.55,48.37,8566,1536.92
1,0,10,24,1,10,1,14.78,2.24,252,37.34
1,0,10,44,8,10,1,4.46,0.64,577,77.7
1,0,7,2,6,7,1,4.92,0.73,29,4.3
32,31,320,38,5,382,9.09,522.74,95.78,9328,1537.58
32,31,32,1,6,94,9.32,221.84,33.38,1524,243.65
32,31,256,22,7,318,9.09,504.37,89.78,9183,1535.78
32,31,256,49,9,318,9.09,293,50.42,12054,2037.66
16,15,160,37,8,190,7.16,149.81,26.22,3128,588.52
16,15,160,83,2,190,7.16,236.84,41.49,3272,544.99
32,31,64,2,3,126,9.19,341.81,53.72,3213,525.25
16,15,144,6,2,174,7.17,393.42,70.65,2371,418.62
16,15,144,47,3,174,7.17,224.25,38.97,2645,466.71
16,15,160,2,7,190,7.16,397.07,73.65,3604,650.44
8,7,80,16,9,94,5.3,85.43,14.83,2449,459.33
8,7,80,49,6,94,5.3,70.67,11.6,3062,424.1
8,7,80,100,1,94,5.3,178.68,29.42,3222,474.69
8,7,56,10,6,70,5.33,109.7,17.99,1695,291.45
16,15,160,6,8,190,7.16,313.78,58.04,2898,536.84
16,15,160,89,9,190,7.16,98.78,16.28,3087,575.05
32,31,288,70,7,350,9.09,297.15,52.09,6853,1315.61
16,15,160,64,2,190,7.16,278.28,48.97,3029,573.84
8,7,56,39,9,70,5.33,49.05,7.73,1800,351.93
8,7,72,55,5,86,5.31,68.33,11.37,2481,388.74
4,3,8,2,3,14,3.86,32.06,5.03,153,23.39
32,31,256,26,0,318,9.09,930.03,160.56,6408,1205.31
32,31,256,63,3,318,9.09,474.28,83.27,9062,1517.46
8,7,72,18,6,86,5.31,93.94,15.97,2209,415.17
2,1,20,74,5,22,2.05,13.47,2,1691,228.81
16,15,128,30,9,158,7.17,137.17,22.97,2258,381.08
16,15,128,39,8,158,7.17,127.29,21.37,1918,357.07
8,7,32,16,8,46,5.39,55.69,8.65,1325,182.85
1,0,8,48,4,8,1,5.7,0.82,524,71.1
4,3,36,62,1,42,3.57,97.85,15.28,2497,344.88
1,0,10,6,1,10,1,10.05,1.59,36,5.47
2,1,18,22,2,20,2.06,27.73,4.35,451,61.73
2,1,18,45,2,20,2.06,23.63,3.84,650,106.44
4,3,40,57,3,46,3.56,44.14,7.09,2667,365.89
4,3,40,95,7,46,3.56,23.08,3.55,2867,389.12
16,15,160,73,2,190,7.16,249.2,43.78,2971,512.31
4,3,40,49,3,46,3.56,45.62,7.45,1448,195.14
4,3,20,18,2,26,3.63,47.08,7.47,432,62.3
1,0,6,32,8,6,1,3.63,0.51,385,51.82
1,0,10,76,5,10,1,5.64,0.81,921,124.76
8,7,64,53,4,78,5.32,75.67,12.17,2112,363.59
2,1,18,45,5,20,2.06,14.1,2.13,1299,181.72
2,1,20,2,2,22,2.05,31.47,5.88,156,33.84
2,1,20,96,8,22,2.05,9.68,1.45,1844,268.36
2,1,2,1,4,4,3,8.28,1.13,40,5.01
32,31,224,12,6,286,9.1,598.14,104.85,9112,1531.92
16,15,144,16,3,174,7.17,319.12,56.98,2621,480.74
16,15,144,48,7,174,7.17,132.71,22.52,2505,430.47
4,3,40,18,9,46,3.56,30.79,4.9,515,87.73
4,3,40,37,3,46,3.56,46.71,7.89,1297,181.61
1,0,9,1,6,9,1,6.36,0.99,36,5.48
1,0,9,35,3,9,1,8.06,1.16,436,58.76
4,3,4,1,8,10,4.33,18.53,2.57,108,14.17
32,31,288,15,6,350,9.09,640.91,117.57,10503,1810.74
8,7,8,1,2,22,5.86,63.88,9.69,270,46.34
32,31,96,3,10,158,9.15,395.41,63.91,3251,538.02
4,3,24,27,0,30,3.61,178.74,28.88,973,143.6
16,15,128,14,10,158,7.17,174.72,30.33,2376,434.84
4,3,4,1,5,10,4.33,20.62,2.94,111,14.75
1,0,4,1,2,4,1,4.77,0.7,22,3.14
8,7,56,2,10,70,5.33,154.15,26.18,1575,272.84
32,31,288,20,0,350,9.09,1120.42,198.7,7638,1470.24
32,31,288,80,6,350,9.09,317.03,55.83,11046,1865.98
8,7,80,16,10,94,5.3,82.18,14,2310,420.22
8,7,80,36,0,94,5.3,494.87,80.8,2217,388.04
1,0,1,1,8,1,1,1.6,0.2,11,1.28
1,0,10,8,4,10,1,7.08,1.08,41,6.34
1,0,10,42,6,10,1,5.47,0.79,456,61.45
1,0,10,73,9,10,1,4.07,0.58,940,126.68
32,31,64,4,2,126,9.19,349.49,54.6,3275,535.04
16,15,64,5,4,94,7.22,250.71,41.56,1987,334.55
8,7,64,41,5,78,5.32,71.03,11.55,2034,390.53
16,15,160,84,7,190,7.16,116.16,19.44,3591,652.38
1,0,9,30,4,9,1,6.81,0.98,392,52.83
1,0,9,65,7,9,1,4.34,0.62,554,74.66
8,7,80,57,10,94,5.3,48.5,7.87,2391,371.34
4,3,36,62,3,42,3.57,43.77,6.65,2894,390.01
2,1,20,32,1,22,2.05,44.45,7.06,252,37.64
2,1,20,38,2,22,2.05,26.2,4.09,770,103.77
2,1,20,79,3,22,2.05,18.28,2.83,1920,278.58
32,31,128,13,8,190,9.13,341.6,55.6,5258,885.97
8,7,72,16,4,86,5.31,126.07,21.71,2119,395.86
8,7,72,77,0,86,5.31,670.88,105.74,2826,385.32
32,31,320,30,5,382,9.09,608.92,112.86,9957,1671.47
32,31,320,51,9,382,9.09,334.04,59.81,10271,1770.49
32,31,320,94,6,382,9.09,327.45,58.48,8690,1524.81
1,0,10,38,5,10,1,5.98,0.86,496,66.84
8,7,16,2,1,30,5.53,104.58,16.65,456,78.63
1,0,10,75,3,10,1,5.96,0.98,414,82.09
32,31,96,1,9,158,9.15,451.35,73.19,3964,656.27
16,15,96,15,0,126,7.19,521.41,88.18,2078,373.54
16,15,160,13,6,190,7.16,262.74,47.24,2967,501.01
16,15,160,41,10,190,7.16,123.74,21.15,3108,544.46
16,15,160,80,9,190,7.16,101.42,16.94,3381,621.13
2,1,6,6,8,8,2.2,7.68,1.12,63,9.02
32,31,192,14,5,254,9.1,560.9,96.25,8310,1400.63
32,31,192,36,3,254,9.1,498.2,85.35,8921,1516.71
32,31,256,53,1,318,9.09,870.13,154.08,10387,1732.56
32,31,288,71,8,350,9.09,297.18,51.78,11169,1872.43
16,15,128,1,3,158,7.17,431.56,75.62,2078,359.87
32,31,320,24,7,382,9.09,561.45,103.9,8444,1450.39
32,31,320,42,8,382,9.09,402.98,73.28,9784,1648.27
32,31,320,71,9,382,9.09,290.28,52.07,9508,1677.24
2,1,16,35,0,18,2.07,92.57,14.74,588,87.63
8,7,80,28,7,94,5.3,74.52,12.64,2209,414.65
8,7,80,43,1,94,5.3,196.47,32.65,2121,377.33
1,0,8,32,4,8,1,6.01,0.86,364,49.05
1,0,8,64,5,8,1,5.31,0.75,560,75.47
2,1,20,100,8,22,2.05,9.5,1.39,2186,301.91
8,7,40,9,0,54,5.36,250.35,41.23,1125,201.87
1,0,10,25,9,10,1,4.25,0.62,312,42.05
1,0,1,1,10,1,1,1.59,0.19,11,1.28
1,0,3,2,4,3,1,3.11,0.44,19,2.64
1,0,6,12,9,6,1,3.26,0.49,108,17.09
32,31,320,52,8,382,9.09,349.31,63,10199,1715.55
16,15,112,33,6,142,7.18,145.74,24.08,2478,417.05
16,15,144,27,9,174,7.17,150.97,25.92,2765,481.89
8,7,80,21,8,94,5.3,79.8,13.43,2154,382.06
1,0,6,31,9,6,1,3.17,0.45,337,45.35
16,15,160,32,6,190,7.16,177.95,31.35,3148,584.05
16,15,32,2,4,62,7.32,209.17,33.45,1829,312.88
2,1,20,81,1,22,2.05,41.12,6.25,1958,267.53
16,15,32,3,3,62,7.32,194.24,30.9,1430,249.15
1,0,6,30,2,6,1,5.86,0.99,143,28.63
1,0,6,36,1,6,1,10.44,1.58,237,35.24
32,31,224,18,3,286,9.1,742.01,130.35,7266,1232.59
32,31,224,42,8,286,9.1,313.72,53.25,8441,1455.61
2,1,18,14,7,20,2.06,12.31,2.09,213,38.9
2,1,18,36,1,20,2.06,39.84,6.2,867,120.01
8,7,80,33,6,94,5.3,78.2,12.87,2349,407.24
8,7,80,98,10,94,5.3,41.9,6.51,3737,521.55
8,7,8,1,7,22,5.86,50.14,7.77,330,56.7
32,31,192,31,5,254,9.1,414.26,70.36,8587,1476.8
1,0,8,13,0,8,1,17.46,2.57,72,11.06
1,0,8,49,0,8,1,26.53,4.13,142,21.59
4,3,40,32,1,46,3.56,94.69,15.89,1248,168.8
4,3,40,96,7,46,3.56,23.96,3.65,3918,529.42
1,0,9,29,5,9,1,5.86,0.84,376,50.67
1,0,9,65,4,9,1,6.21,0.89,768,103.5
8,7,48,20,2,62,5.34,131.03,21.8,1725,328.45
1,0,7,39,9,7,1,3.43,0.48,444,59.84
1,0,9,68,4,9,1,5.81,0.86,548,73.85
32,31,320,31,6,382,9.09,512.36,94.86,10229,1725.73
32,31,320,78,6,382,9.09,344.41,61.5,11196,1942.43
2,1,4,1,3,6,2.33,12.46,1.86,50,6.79
32,31,320,7,5,382,9.09,943.21,176.56,8000,1567.55
32,31,320,86,6,382,9.09,331.44,59.61,10241,1751.61
4,3,4,1,4,10,4.33,20.84,2.98,117,15.73
1,0,6,31,6,6,1,3.61,0.54,246,38.36
4,3,40,5,0,46,3.56,131.84,24.69,583,118
32,31,160,11,8,222,9.11,412.82,69.12,7148,1226.42
16,15,96,18,3,126,7.19,261.62,44.09,2248,397.21
2,1,20,17,5,22,2.05,14.35,2.42,275,40.51
2,1,20,79,8,22,2.05,10.12,1.5,2065,278.92
4,3,20,19,10,26,3.63,19.57,2.9,939,126.76
2,1,20,25,7,22,2.05,13.53,2.1,613,82.42
32,31,224,3,2,286,9.1,621.21,109.82,5365,992.3
4,3,36,40,7,42,3.57,28.37,4.44,1462,197.03
1,0,10,16,0,10,1,21.79,3.41,105,16.01
1,0,10,94,6,10,1,4.83,0.69,1100,148.24
4,3,4,1,9,10,4.33,18.55,2.59,123,16.78
1,0,5,3,1,5,1,7.26,1.08,25,3.64
1,0,7,12,7,7,1,4.24,0.62,29,4.31
32,31,320,1,5,382,9.09,1059.7,194.91,7984,1414.53
32,31,320,50,9,382,9.09,330.35,59.1,7970,1553.78
8,7,72,28,0,86,5.31,446.61,74.99,2305,426.1
8,7,72,46,5,86,5.31,73.45,12,2093,382.06
8,7,8,1,9,22,5.86,44.21,6.55,270,46.06
32,31,256,24,2,318,9.09,853.75,153.09,10294,1699.04
32,31,256,44,5,318,9.09,430.49,75.37,10862,1783.55
32,31,288,24,10,350,9.09,438.88,78.69,11495,1909.32
32,31,288,74,6,350,9.09,328.69,57.17,9493,1615.88
32,31,320,22,4,382,9.09,712.22,132.43,12386,2163.76
32,31,320,66,2,382,9.09,700.92,129.15,11644,1949.43
16,15,144,5,5,174,7.17,348.65,62.43,2438,410.81
16,15,144,42,1,174,7.17,381.8,65.81,2471,434.3
2,1,20,32,2,22,2.05,29.28,4.61,132,28.5
2,1,20,38,2,22,2.05,27.47,4.27,746,101.26
2,1,20,72,9,22,2.05,8.4,1.33,1200,211.38
8,7,56,41,3,70,5.33,98.08,15.45,3228,435.16
32,31,320,32,6,382,9.09,508.75,93.67,11391,1921.3
32,31,320,70,0,382,9.09,1460.5,264.22,8892,1503.3
2,1,16,64,4,18,2.07,15.22,2.24,1815,246.64
1,0,9,5,6,9,1,5.77,0.91,39,6.01
16,15,160,6,7,190,7.16,319.75,58.16,3464,603.26
16,15,160,66,3,190,7.16,198.18,34.62,3355,609.8
16,15,160,97,10,190,7.16,90.92,14.85,3324,558.34
4,3,8,3,0,14,3.86,37.39,5.79,137,22.12
1,0,10,39,7,10,1,4.72,0.68,485,65.3
8,7,72,1,4,86,5.31,244.79,43.73,2106,386.86
16,15,160,100,1,190,7.16,339.49,58.42,3649,593.34
16,15,80,7,8,110,7.2,205.19,34.29,1938,334.31
1,0,10,7,10,10,1,4.92,0.72,41,6.33
1,0,10,37,5,10,1,5.76,0.83,344,46.36
1,0,10,86,7,10,1,4.53,0.65,1060,142.85
1,0,1,1,0,1,1,1.6,0.2,11,1.28
2,1,18,71,6,20,2.06,9.76,1.56,1153,205.66
32,31,288,31,10,350,9.09,389.85,69.95,8730,1491.78
32,31,288,35,7,350,9.09,447.79,80.28,10718,1832.56
32,31,320,21,9,382,9.09,504.6,93.38,8771,1532.09
32,31,320,64,10,382,9.09,290.2,51.67,9960,1676.84
32,31,320,74,1,382,9.09,802.78,148.48,6396,1255.77
2,1,18,20,2,20,2.06,24.81,3.98,508,70.43
2,1,18,59,4,20,2.06,15.34,2.31,1567,216.73
2,1,18,76,7,20,2.06,9.98,1.53,1692,263.19
8,7,80,5,5,94,5.3,183.46,32.24,2162,383.13
8,7,40,24,7,54,5.36,55.05,8.52,1054,173.27
4,3,32,40,3,38,3.58,42.52,6.83,1426,197.94
16,15,144,59,9,174,7.17,108.3,18.06,3011,561.87
8,7,80,14,0,94,5.3,347.86,59.08,2090,367.12
8,7,80,100,7,94,5.3,51.09,8.05,5192,738.47
16,15,48,1,9,78,7.26,236.17,38.88,2118,369.11
1,0,4,11,8,4,1,2.47,0.39,48,10.69
2,1,18,20,10,20,2.06,10.27,1.59,336,45.28
2,1,18,45,9,20,2.06,9.94,1.47,1343,182.75
8,7,80,25,8,94,5.3,72.53,12.19,2217,404.06
8,7,80,86,3,94,5.3,85.85,14.19,2674,390.55
8,7,48,6,5,62,5.34,120.61,19.97,1260,217.02
16,15,160,7,4,190,7.16,361.81,66.8,3333,616.94
16,15,160,47,9,190,7.16,122.38,20.96,3495,632.52
16,15,160,91,9,190,7.16,96.8,15.81,3257,547.71
1,0,10,23,10,10,1,4.28,0.62,288,38.81
1,0,10,45,10,10,1,3.91,0.56,384,51.75
8,7,16,3,7,30,5.53,60.82,9.37,557,94.23
32,31,96,9,10,158,9.15,276.06,43.84,3405,577.07
1,0,5,19,5,5,1,3.57,0.53,130,20.48
2,1,20,3,7,22,2.05,20.31,3.72,132,28.45
2,1,20,38,4,22,2.05,17.07,2.65,842,114.04
8,7,8,1,10,22,5.86,45.55,6.65,255,43.05
16,15,48,2,9,78,7.26,225.96,37.17,2816,489.14
8,7,32,7,7,46,5.39,76.92,12.49,867,154.4
8,7,72,30,6,86,5.31,76.44,12.74,2161,403.66
8,7,72,81,5,86,5.31,63.1,9.95,3461,476.34
1,0,10,29,9,10,1,4.32,0.62,352,47.44
1,0,10,86,7,10,1,4.54,0.65,1060,142.85
8,7,16,1,10,30,5.53,73.56,11.79,525,92.23
2,1,18,22,2,20,2.06,24.64,4.01,157,22.76
2,1,18,39,1,20,2.06,42.81,6.7,955,136.37
2,1,20,5,4,22,2.05,24.41,4.44,148,25.88
2,1,20,59,7,22,2.05,11.06,1.66,1604,216.59
2,1,20,98,0,22,2.05,220.58,33.08,1901,259.79
4,3,8,1,3,14,3.86,33.24,5.12,119,20.84
4,3,12,9,1,18,3.73,50.71,8.07,259,41.5
32,31,256,23,6,318,9.09,549.58,97.7,9683,1603.63
32,31,256,62,0,318,9.09,1360.92,235.38,10189,1716.65
16,15,160,95,7,190,7.16,110.69,18.51,3419,544.73
1,0,8,47,1,8,1,8.64,1.56,157,37.4
2,1,18,19,0,20,2.06,66.58,10.95,242,38.36
4,3,40,8,5,46,3.56,50.79,9.27,507,103.67
4,3,40,79,5,46,3.56,30.58,4.75,4134,570.11
32,31,96,1,4,158,9.15,352.19,56.26,2457,412.55
1,0,6,25,5,6,1,4.42,0.64,236,33.77
1,0,10,33,4,10,1,7.19,1.04,460,62.6
1,0,10,100,2,10,1,10.31,1.48,1148,154.71
8,7,64,22,3,78,5.32,123.12,20.71,2027,369.45
8,7,80,17,2,94,5.3,182.79,31.57,2153,395.75
8,7,80,46,10,94,5.3,51.01,8.22,2200,306.33
1,0,9,1,5,9,1,7.01,1.12,38,5.83
1,0,9,45,2,9,1,10.05,1.45,508,68.46
16,15,128,63,7,158,7.17,112.27,18.41,2425,370.76
2,1,20,4,7,22,2.05,18.9,3.36,138,29.7
2,1,20,41,5,22,2.05,15.31,2.33,1279,175.25
8,7,72,1,8,86,5.31,202.68,35.01,2064,378.33
4,3,40,54,3,46,3.56,45.14,7.29,1456,196.22
8,7,64,41,6,78,5.32,66.72,10.82,1939,373.83
16,15,160,56,9,190,7.16,117.44,19.92,3475,640.48
32,31,128,12,2,190,9.13,573.21,94.68,5033,863.98
2,1,14,15,5,16,2.08,13.36,2.17,290,47.52
16,15,128,10,1,158,7.17,369.22,65.56,2189,414.04
8,7,24,4,4,38,5.43,91.27,14.55,600,107.31
16,15,160,27,4,190,7.16,247.93,44.5,2777,495.29
16,15,160,56,3,190,7.16,214.91,37.76,2646,478.77
2,1,18,14,3,20,2.06,19.12,3.27,210,35.54
1,0,10,12,3,10,1,7.75,1.2,40,6.16
1,0,10,60,2,10,1,10.63,1.53,524,70.62
1,0,10,78,1,10,1,15.79,2.28,701,94.41
16,15,16,1,3,46,7.53,146.31,22.78,807,140.28
16,15,128,6,1,158,7.17,415.2,74.19,2257,423.28
16,15,128,45,5,158,7.17,151.87,25.63,2128,388.07
2,1,18,8,0,20,2.06,50.28,8.55,210,29.32
16,15,160,9,5,190,7.16,313.47,57.68,3025,556.73
16,15,160,53,0,190,7.16,760.98,128.82,3168,584.9
1,0,9,21,6,9,1,4.49,0.71,163,28.79
1,0,9,70,1,9,1,15.54,2.23,720,97.03
1,0,9,13,7,9,1,4.67,0.68,128,17.83
4,3,40,21,3,46,3.56,59.71,9.67,1207,166.81
1,0,10,12,9,10,1,4.21,0.66,105,18.3
1,0,10,38,1,10,1,12.86,2.12,41,6.33
1,0,10,71,4,10,1,6.55,0.94,616,83.02
1,0,10,27,8,10,1,4.65,0.67,209,28.1
1,0,10,56,2,10,1,9.9,1.42,576,77.63
